group,filename,pred_prob,pred_label,rank_in_group,is_top_of_group,filename_norm,stamp_path,cx,cy,folder,f1_x,f1_y,f2_x,f2_y,f3_x,f3_y,dist,is_truth,asteroid_folder
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000010.npz,0.40090185,0,1,1,test/20231105_2023_VY1__csv__f2__0000010.npz,test/20231105_2023_VY1__csv__f2__0000010.npz,165.8769685547759,318.5808900520627,20231105_2023_VY1,183.2593830205947,308.3364365987778,166.8769685547759,319.5808900520627,149.45557058980117,330.57426766868366,0.0,True,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000011.npz,0.10864608,0,18,0,test/20231105_2023_VY1__csv__f2__0000011.npz,test/20231105_2023_VY1__csv__f2__0000011.npz,352.1116425471521,199.8377879605952,20231105_2023_VY1,411.8941841245767,100.94947167750644,353.1116425471521,200.8377879605952,294.88461878740657,302.30127556128946,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000012.npz,0.01351066,0,41,0,test/20231105_2023_VY1__csv__f2__0000012.npz,test/20231105_2023_VY1__csv__f2__0000012.npz,382.8056104841114,19.2802476244332,20231105_2023_VY1,382.7554328473181,21.005227334386205,383.8056104841114,20.2802476244332,383.2657892417032,20.61258942312841,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000013.npz,0.12644573,0,12,0,test/20231105_2023_VY1__csv__f2__0000013.npz,test/20231105_2023_VY1__csv__f2__0000013.npz,356.8555140601383,352.1195161048911,20231105_2023_VY1,377.3312592455498,351.131054526283,357.8555140601383,353.1195161048911,339.22483793725564,353.9898070812516,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000014.npz,0.0007623553,0,53,0,test/20231105_2023_VY1__csv__f2__0000014.npz,test/20231105_2023_VY1__csv__f2__0000014.npz,503.41310256853296,495.2123480260301,20231105_2023_VY1,505.7090131314322,496.5620178497534,504.41310256853296,496.2123480260301,503.9630600447023,497.2064726490629,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000015.npz,0.035497718,0,32,0,test/20231105_2023_VY1__csv__f2__0000015.npz,test/20231105_2023_VY1__csv__f2__0000015.npz,106.09278253313052,380.0839683277921,20231105_2023_VY1,108.00438471340355,379.9305971559587,107.09278253313052,381.0839683277921,107.8041757993887,380.2105032623021,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000016.npz,0.048857324,0,28,0,test/20231105_2023_VY1__csv__f2__0000016.npz,test/20231105_2023_VY1__csv__f2__0000016.npz,376.6892666844227,351.7549937958181,20231105_2023_VY1,390.2867955848677,205.94037827768008,377.6892666844227,352.7549937958181,366.3423179482854,497.2970197207459,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000017.npz,0.04633026,0,29,0,test/20231105_2023_VY1__csv__f2__0000017.npz,test/20231105_2023_VY1__csv__f2__0000017.npz,297.3329957151708,348.4356586975693,20231105_2023_VY1,274.71349305696253,349.0376580331066,298.3329957151708,349.4356586975693,322.7592035598413,351.6283648571812,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000018.npz,0.12046966,0,14,0,test/20231105_2023_VY1__csv__f2__0000018.npz,test/20231105_2023_VY1__csv__f2__0000018.npz,220.43233306730465,348.2174109419751,20231105_2023_VY1,331.1963051003288,342.4778732809164,221.43233306730465,349.2174109419751,109.65428184221756,357.97224367489594,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000019.npz,0.01578793,0,39,0,test/20231105_2023_VY1__csv__f2__0000019.npz,test/20231105_2023_VY1__csv__f2__0000019.npz,367.0689320033586,509.34235616563217,20231105_2023_VY1,366.0084058470461,510.1422787614839,368.0689320033586,510.34235616563217,372.12791703527125,509.3446879028886,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000020.npz,0.012376397,0,42,0,test/20231105_2023_VY1__csv__f2__0000020.npz,test/20231105_2023_VY1__csv__f2__0000020.npz,361.6316433762256,506.11994772320986,20231105_2023_VY1,327.70815970495005,507.9765193012293,362.6316433762256,507.11994772320986,394.7099193534072,505.48831119193176,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000021.npz,0.01962168,0,37,0,test/20231105_2023_VY1__csv__f2__0000021.npz,test/20231105_2023_VY1__csv__f2__0000021.npz,143.90975798612234,508.4298387134856,20231105_2023_VY1,186.94260844704496,510.5902726951432,144.90975798612234,509.4298387134856,104.0934345163736,510.2665628661714,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000022.npz,0.073372126,0,20,0,test/20231105_2023_VY1__csv__f2__0000022.npz,test/20231105_2023_VY1__csv__f2__0000022.npz,21.82155108136135,418.59587509747575,20231105_2023_VY1,8.795603396822855,491.655068743382,22.82155108136135,419.59587509747575,39.01690794609499,348.76707738275826,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000023.npz,0.17377698,0,8,0,test/20231105_2023_VY1__csv__f2__0000023.npz,test/20231105_2023_VY1__csv__f2__0000023.npz,383.5293820111741,342.72641338792795,20231105_2023_VY1,278.0055506871077,314.7702663156595,384.5293820111741,343.72641338792795,492.84021114064814,375.4048882265199,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000024.npz,0.05388444,0,26,0,test/20231105_2023_VY1__csv__f2__0000024.npz,test/20231105_2023_VY1__csv__f2__0000024.npz,397.330973963872,342.0801868071233,20231105_2023_VY1,398.2410616155569,344.44501856779743,398.330973963872,343.0801868071233,397.3781067832888,344.73304536976553,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000025.npz,0.21863207,0,3,0,test/20231105_2023_VY1__csv__f2__0000025.npz,test/20231105_2023_VY1__csv__f2__0000025.npz,375.6722048959792,331.61922285710017,20231105_2023_VY1,358.7048575312515,336.7895798098285,376.6722048959792,332.61922285710017,397.193444115253,326.4737057581024,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000026.npz,0.13844237,0,10,0,test/20231105_2023_VY1__csv__f2__0000026.npz,test/20231105_2023_VY1__csv__f2__0000026.npz,389.23184524378377,204.58101364207363,20231105_2023_VY1,272.55032876575456,292.3799692102456,390.23184524378377,205.58101364207363,510.2515523952641,114.6198127947316,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000027.npz,0.011229226,0,43,0,test/20231105_2023_VY1__csv__f2__0000027.npz,test/20231105_2023_VY1__csv__f2__0000027.npz,135.17344409243705,503.0157637137388,20231105_2023_VY1,127.68868577789058,501.31444508844464,136.17344409243705,504.0157637137388,146.93978903760268,508.71159516816647,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000028.npz,0.11393483,0,17,0,test/20231105_2023_VY1__csv__f2__0000028.npz,test/20231105_2023_VY1__csv__f2__0000028.npz,289.2900748755528,335.83795472112695,20231105_2023_VY1,326.7881781367423,333.9594141070339,290.2900748755528,336.83795472112695,253.8358577966111,342.6370594340728,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000029.npz,0.0027096455,0,50,0,test/20231105_2023_VY1__csv__f2__0000029.npz,test/20231105_2023_VY1__csv__f2__0000029.npz,411.19244868261,99.3552781932905,20231105_2023_VY1,352.9874022306511,200.28593308832416,412.19244868261,100.3552781932905,475.1107394199103,0.19614297000129,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000030.npz,0.069070265,0,22,0,test/20231105_2023_VY1__csv__f2__0000030.npz,test/20231105_2023_VY1__csv__f2__0000030.npz,389.81605136641,326.6720248894706,20231105_2023_VY1,510.1262161639631,359.67843839436324,390.81605136641,327.6720248894706,272.3251621221199,292.17890869696106,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000031.npz,0.019192455,0,38,0,test/20231105_2023_VY1__csv__f2__0000031.npz,test/20231105_2023_VY1__csv__f2__0000031.npz,365.3665018445416,348.8263838308402,20231105_2023_VY1,347.7051895099386,341.7221170848042,366.3665018445416,349.8263838308402,383.7333514514389,354.89896986232344,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000032.npz,0.08216118,0,19,0,test/20231105_2023_VY1__csv__f2__0000032.npz,test/20231105_2023_VY1__csv__f2__0000032.npz,327.8112593325973,347.91678248209945,20231105_2023_VY1,385.0982787703501,337.80832439996607,328.8112593325973,348.91678248209945,274.871588923145,356.8233007878047,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000033.npz,0.02836719,0,33,0,test/20231105_2023_VY1__csv__f2__0000033.npz,test/20231105_2023_VY1__csv__f2__0000033.npz,59.97519798433348,366.8080952882665,20231105_2023_VY1,1.8224233855602563,379.1283088593456,60.97519798433348,367.8080952882665,124.8913879043118,354.12675810020613,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000034.npz,0.2051738,0,4,0,test/20231105_2023_VY1__csv__f2__0000034.npz,test/20231105_2023_VY1__csv__f2__0000034.npz,395.5734470631133,211.8018140822921,20231105_2023_VY1,484.64731201111096,265.65591458771013,396.5734470631133,212.8018140822921,302.84794599624735,157.0089737912049,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000035.npz,0.12053497,0,13,0,test/20231105_2023_VY1__csv__f2__0000035.npz,test/20231105_2023_VY1__csv__f2__0000035.npz,503.83615840826,230.7021466793588,20231105_2023_VY1,504.4926508257457,198.1883582681373,504.83615840826,231.7021466793588,508.41108509096455,267.48532767867084,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000036.npz,0.18098663,0,6,0,test/20231105_2023_VY1__csv__f2__0000036.npz,test/20231105_2023_VY1__csv__f2__0000036.npz,293.92080547019106,302.05576008253115,20231105_2023_VY1,280.0909887308362,319.4791068412765,294.92080547019106,303.05576008253115,308.77167524649934,290.7217734713612,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000037.npz,0.04040042,0,30,0,test/20231105_2023_VY1__csv__f2__0000037.npz,test/20231105_2023_VY1__csv__f2__0000037.npz,218.5727489631802,324.3785832647118,20231105_2023_VY1,365.36170889156176,346.18385837161327,219.5727489631802,325.3785832647118,66.3801299726835,302.96405869766124,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000038.npz,0.26422352,0,2,0,test/20231105_2023_VY1__csv__f2__0000038.npz,test/20231105_2023_VY1__csv__f2__0000038.npz,299.23234482744,100.46083148827115,20231105_2023_VY1,372.3384292882738,182.4408018428584,300.23234482744,101.46083148827115,223.80884094064524,22.409079758289806,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000039.npz,0.004159447,0,48,0,test/20231105_2023_VY1__csv__f2__0000039.npz,test/20231105_2023_VY1__csv__f2__0000039.npz,354.79051428588514,501.3135873830663,20231105_2023_VY1,332.4917725432756,494.7515729485253,355.79051428588514,502.3135873830663,382.4473475872105,507.20797734430346,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000040.npz,0.023163404,0,35,0,test/20231105_2023_VY1__csv__f2__0000040.npz,test/20231105_2023_VY1__csv__f2__0000040.npz,129.0259519730338,508.997356416137,20231105_2023_VY1,129.15106727699433,509.8946180791271,130.0259519730338,509.997356416137,128.31124800433568,506.03550837555326,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000041.npz,0.0047347127,0,47,0,test/20231105_2023_VY1__csv__f2__0000041.npz,test/20231105_2023_VY1__csv__f2__0000041.npz,94.88684689821484,38.66889889529168,20231105_2023_VY1,174.6289193645584,62.95692198048621,95.88684689821484,39.66889889529168,8.980850921984313,14.94907113222385,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000042.npz,0.18202886,0,5,0,test/20231105_2023_VY1__csv__f2__0000042.npz,test/20231105_2023_VY1__csv__f2__0000042.npz,308.11478661670003,289.64916374937394,20231105_2023_VY1,333.5129326497336,235.74889071027087,309.11478661670003,290.64916374937394,281.0972517749766,341.5921144299807,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000043.npz,0.037885934,0,31,0,test/20231105_2023_VY1__csv__f2__0000043.npz,test/20231105_2023_VY1__csv__f2__0000043.npz,501.6102116428973,407.07216659683314,20231105_2023_VY1,510.0526105341686,355.6230960856998,502.6102116428973,408.07216659683314,490.17438405407546,458.72355758525896,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000044.npz,0.118289426,0,15,0,test/20231105_2023_VY1__csv__f2__0000044.npz,test/20231105_2023_VY1__csv__f2__0000044.npz,508.9507500306486,358.24151343139005,20231105_2023_VY1,507.0953191763909,507.0820943835111,509.9507500306486,359.24151343139005,507.7057589062131,215.8852682682476,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000045.npz,0.116248876,0,16,0,test/20231105_2023_VY1__csv__f2__0000045.npz,test/20231105_2023_VY1__csv__f2__0000045.npz,62.663562031637184,310.48107883604985,20231105_2023_VY1,87.76126627835359,198.7289381706506,63.663562031637184,311.48107883604985,34.42181779299045,429.9400692089581,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000046.npz,0.006476492,0,45,0,test/20231105_2023_VY1__csv__f2__0000046.npz,test/20231105_2023_VY1__csv__f2__0000046.npz,315.087607558924,509.3389466819223,20231105_2023_VY1,274.88607420579586,508.0623162504789,316.087607558924,510.3389466819223,360.0375814397908,507.361405248477,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000047.npz,0.17559217,0,7,0,test/20231105_2023_VY1__csv__f2__0000047.npz,test/20231105_2023_VY1__csv__f2__0000047.npz,352.8211092167736,228.60085958206744,20231105_2023_VY1,300.37693172839903,100.80785306860383,353.8211092167736,229.60085958206744,400.22984527933824,353.08104562032213,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000048.npz,0.022240127,0,36,0,test/20231105_2023_VY1__csv__f2__0000048.npz,test/20231105_2023_VY1__csv__f2__0000048.npz,381.1859296395469,183.41852766683868,20231105_2023_VY1,428.7061227219071,219.17348135582543,382.1859296395469,184.41852766683868,330.9393786524649,155.58423555074484,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000049.npz,0.072575346,0,21,0,test/20231105_2023_VY1__csv__f2__0000049.npz,test/20231105_2023_VY1__csv__f2__0000049.npz,400.1095759724136,349.01171989036163,20231105_2023_VY1,309.02485041449154,290.55638365668443,401.1095759724136,350.01171989036163,502.720511392166,408.2092385378364,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000050.npz,0.1291047,0,11,0,test/20231105_2023_VY1__csv__f2__0000050.npz,test/20231105_2023_VY1__csv__f2__0000050.npz,315.2036701969788,326.97239679014035,20231105_2023_VY1,343.5969373763945,331.979216694204,316.2036701969788,327.97239679014035,298.77426839351165,322.3942364091922,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000051.npz,0.053300396,0,27,0,test/20231105_2023_VY1__csv__f2__0000051.npz,test/20231105_2023_VY1__csv__f2__0000051.npz,385.3234215516335,358.6757835604656,20231105_2023_VY1,393.083702674346,502.43767793154063,386.3234215516335,359.6757835604656,369.6014745117495,212.0557049955929,0.0,False,20231105_2023_VY1
test,20231105_2023_VY1/test/20231105_2023_VY1__csv__f2__0000052.npz,0.011010402,0,44,0,test/20231105_2023_VY1__csv__f2__0000052.npz,test/20231105_2023_VY1__csv__f2__0000052.npz,17.422731787680192,451.3649081394047,20231105_2023_VY1,25.99660299976162,457.8908902944797,18.422731787680192,452.3649081394047,18.10576103745456,452.8583813829663,0.0,False,20231105_2023_VY1
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000000.npz,0.17888394,0,6,0,test/20240801_A1192Lc__csv__f2__0000000.npz,test/20240801_A1192Lc__csv__f2__0000000.npz,189.6664268744232,374.906374578602,20240801_A1192Lc,286.76703855412245,345.1451331604703,190.6664268744232,375.906374578602,96.12736180424396,405.6632918324907,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000001.npz,0.10433123,0,14,0,test/20240801_A1192Lc__csv__f2__0000001.npz,test/20240801_A1192Lc__csv__f2__0000001.npz,1.4659485369379863,335.0927938371832,20240801_A1192Lc,1.7517148498223492,444.6009224538911,2.4659485369379865,336.0927938371832,3.601675691950561,229.50757709031407,2.220446049250313e-16,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000002.npz,0.015179011,0,31,0,test/20240801_A1192Lc__csv__f2__0000002.npz,test/20240801_A1192Lc__csv__f2__0000002.npz,2.396728268527795,49.24101844666879,20240801_A1192Lc,2.567560276940867,86.30014539771406,3.396728268527795,50.24101844666879,3.9797912622098863,16.24725636136708,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000003.npz,0.0070102243,0,33,0,test/20240801_A1192Lc__csv__f2__0000003.npz,test/20240801_A1192Lc__csv__f2__0000003.npz,33.788813640696446,1.471917967684078,20240801_A1192Lc,3.827154332681573,3.9183084395006063,34.788813640696446,2.471917967684078,67.79572132672291,0.6118135600419805,2.220446049250313e-16,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000004.npz,0.2095394,0,4,0,test/20240801_A1192Lc__csv__f2__0000004.npz,test/20240801_A1192Lc__csv__f2__0000004.npz,245.719258179324,149.75214805087563,20240801_A1192Lc,222.6171941632074,252.9837967597955,246.719258179324,150.75214805087563,270.6759637281352,51.0716468630491,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000005.npz,0.051818274,0,25,0,test/20240801_A1192Lc__csv__f2__0000005.npz,test/20240801_A1192Lc__csv__f2__0000005.npz,204.3293554285816,75.10897310849052,20240801_A1192Lc,79.81924095191712,90.19932874174889,205.3293554285816,76.10897310849052,332.59848281940833,61.00853232103748,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000006.npz,0.062217373,0,23,0,test/20240801_A1192Lc__csv__f2__0000006.npz,test/20240801_A1192Lc__csv__f2__0000006.npz,128.08685627166034,47.86071108461573,20240801_A1192Lc,128.0731805694419,48.01322253948357,129.08685627166034,48.86071108461573,128.8181207337439,48.09494585922136,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000007.npz,0.13720511,0,10,0,test/20240801_A1192Lc__csv__f2__0000007.npz,test/20240801_A1192Lc__csv__f2__0000007.npz,13.833355402245871,349.12339113507073,20240801_A1192Lc,3.0588343388869816,229.7890818437708,14.833355402245871,350.12339113507073,26.37274700766352,467.26245735764337,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000008.npz,0.08163495,0,17,0,test/20240801_A1192Lc__csv__f2__0000008.npz,test/20240801_A1192Lc__csv__f2__0000008.npz,291.24741501156046,129.46425434120275,20240801_A1192Lc,259.63645073265855,100.25099539032198,292.24741501156046,130.46425434120275,323.8724842475905,158.49515636769698,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000009.npz,0.012776547,0,32,0,test/20240801_A1192Lc__csv__f2__0000009.npz,test/20240801_A1192Lc__csv__f2__0000009.npz,268.2051251482772,109.57853883372132,20240801_A1192Lc,254.6561870975788,121.10582313708451,269.2051251482772,110.57853883372132,281.2428212513857,101.38957035928983,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000010.npz,0.036783047,0,26,0,test/20240801_A1192Lc__csv__f2__0000010.npz,test/20240801_A1192Lc__csv__f2__0000010.npz,253.8570209741009,86.63028298863802,20240801_A1192Lc,221.67789866342963,69.21285818806564,254.8570209741009,87.63028298863802,290.20528678739686,105.42054183684924,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000011.npz,0.14276035,0,9,0,test/20240801_A1192Lc__csv__f2__0000011.npz,test/20240801_A1192Lc__csv__f2__0000011.npz,283.303320773239,78.92154106598875,20240801_A1192Lc,246.63262284068827,150.273608677661,284.303320773239,79.92154106598875,320.87013211946095,7.5233687863143075,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000012.npz,0.03451659,0,27,0,test/20240801_A1192Lc__csv__f2__0000012.npz,test/20240801_A1192Lc__csv__f2__0000012.npz,266.46730313875145,61.478263982836125,20240801_A1192Lc,253.72064133215,0.4371127113472255,267.46730313875145,62.478263982836125,282.4634662115716,127.48547388461132,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000013.npz,0.055755112,0,24,0,test/20240801_A1192Lc__csv__f2__0000013.npz,test/20240801_A1192Lc__csv__f2__0000013.npz,504.81635158529207,1.58710104328398,20240801_A1192Lc,506.12145851405,1.05159926783449,505.81635158529207,2.58710104328398,505.8779855961833,0.7413862722837621,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000014.npz,0.0028939405,0,35,0,test/20240801_A1192Lc__csv__f2__0000014.npz,test/20240801_A1192Lc__csv__f2__0000014.npz,16.920561887968944,2.7449033332756017,20240801_A1192Lc,32.992100496235395,2.0283216312312504,17.920561887968944,3.7449033332756017,4.416115279838067,3.550014321369588,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000015.npz,0.08063115,0,19,0,test/20240801_A1192Lc__csv__f2__0000015.npz,test/20240801_A1192Lc__csv__f2__0000015.npz,333.3765951797001,97.77710660227572,20240801_A1192Lc,228.1629873224984,56.64086450312644,334.3765951797001,98.77710660227572,439.11954228030027,143.83715915482065,0.0,False,20240801_A1192Lc
test,20240801_A1192Lc/test/20240801_A1192Lc__csv__f2__0000016.npz,0.37492493,0,1,1,test/20240801_A1192Lc__csv__f2__0000016.npz,test/20240801_A1192Lc__csv__f2__0000016.npz,244.8797510833029,270.5916953386642,20240801_A1192Lc,245.59928092434416,272.41046376053714,245.8797510833029,271.5916953386642,248.8939582962417,269.29288214698323,0.0,True,20240801_A1192Lc
